,google_time_spent_txt,type,name,city,state,coord0,coord1,poi_rank,img_url,rating,reviews,city_rank,fee,visit_length,tag,google_normal_min,google_fast_min,tripadvisor_fast_min,tripadvisor_normal_min,adjusted_normal_time_spent,adjusted_fast_time_spent,county,theme_park
5335,15 min,Feature,Krispy Kreme,North Miami Beach,Florida,-80.1885303333,25.928288,4,,,,,None,None,None,30,15,None,None,30.0,15,MIAMI-DADE,False
5336,1.5 hours,Feature,Greynolds Park,North Miami Beach,Florida,-80.1526221389,25.9402963969,5,http://mw2.google.com/mw-panoramio/photos/small/95224871.jpg,4.5,78.0,4.0,No,15 min,Nature & Wildlife Areas,90.0,45.0,30,60,90.0,45.0,MIAMI-DADE,False
5337,,Feature,Moline,Moline,Illinois,-90.517943904,41.5070363585,1,http://mw2.google.com/mw-panoramio/photos/small/68493027.jpg,,,,None,None,None,None,None,None,None,15.0,15,ROCK ISLAND,False
5338,,Feature,Fort Pierce,Fort Pierce,Florida,-80.3234213458,27.449537752,1,http://mw2.google.com/mw-panoramio/photos/small/34815613.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,SAINT LUCIE,False
5339,2 hours,Feature,Fort Pierce Inlet,Fort Pierce,Florida,-80.290697375,27.4718926954,2,http://mw2.google.com/mw-panoramio/photos/small/70192697.jpg,4.5,236.0,2.0,No,15 min,Other,120.0,60.0,15,15,120.0,60.0,SAINT LUCIE,False
5340,,Feature,Fort Pierce Farmers Market,Fort Pierce,Florida,-80.3216431818,27.4488925761,3,http://mw2.google.com/mw-panoramio/photos/small/83424942.jpg,4.5,90.0,13.0,No,15 min,Flea & Street Markets,None,None,15,15,15.0,15,SAINT LUCIE,False
5341,,Feature,Bountiful Temple,Bountiful,Utah,-111.846101389,40.882823057,1,http://mw2.google.com/mw-panoramio/photos/small/95518165.jpg,,,,None,None,None,None,None,None,None,15.0,15,DAVIS,False
5342,,Feature,Danville,Danville,Virginia,-79.3868500948,36.5860098994,1,http://mw2.google.com/mw-panoramio/photos/small/105930178.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,DANVILLE CITY,False
5343,,Feature,Keller,Keller,Texas,-97.2545825,32.9330260026,1,http://mw2.google.com/mw-panoramio/photos/small/83098145.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,TARRANT,False
5344,,Feature,St. Peter's Cathedral,Belleville,Illinois,-89.9878880833,38.5105186392,1,,,,,None,None,None,None,None,None,None,15.0,15,SAINT CLAIR,False
5345,,Feature,Zeller-Smith Covered Bridge,Fairfield,Ohio,-82.747057875,39.8806016251,1,http://mw2.google.com/mw-panoramio/photos/small/14977125.jpg,,,,None,None,None,None,None,None,None,15.0,15,BUTLER,False
5346,,Feature,Rock Mill,Fairfield,Ohio,-82.7133688389,39.7489697446,2,http://mw2.google.com/mw-panoramio/photos/small/103733816.jpg,,,,None,None,None,None,None,None,None,15.0,15,BUTLER,False
5347,1.5 hours,Feature,Blacklick Woods,Fairfield,Ohio,-82.8058465278,39.9346590304,3,http://mw2.google.com/mw-panoramio/photos/small/85163829.jpg,,,,None,None,None,90.0,45.0,None,None,90.0,45.0,BUTLER,False
5348,,Feature,Salem,Salem,Massachusetts,-70.8927025427,42.5216363718,1,http://mw2.google.com/mw-panoramio/photos/small/83552067.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,ESSEX,False
5349,,Feature,House of Seven Gables,Salem,Massachusetts,-70.8835661463,42.5217245031,2,http://mw2.google.com/mw-panoramio/photos/small/10892190.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
5350,,Feature,Marblehead Light,Salem,Massachusetts,-70.8336437032,42.5055262647,3,http://mw2.google.com/mw-panoramio/photos/small/36540958.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
5351,,Feature,Marblehead,Salem,Massachusetts,-70.83381273,42.5051510736,4,http://mw2.google.com/mw-panoramio/photos/small/88831005.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
5352,,Feature,The Burying Point,Salem,Massachusetts,-70.8922112355,42.5206298246,5,http://mw2.google.com/mw-panoramio/photos/small/100518133.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
5353,,Feature,Salem Harbor,Salem,Massachusetts,-70.8852872803,42.520588115,6,http://mw2.google.com/mw-panoramio/photos/small/20859600.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
5354,,Feature,Friendship of Salem,Salem,Massachusetts,-70.8864733,42.5201355001,7,http://mw2.google.com/mw-panoramio/photos/small/11417697.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
5355,30 min,Feature,Salem Maritime National Historic Site,Salem,Massachusetts,-70.8900158982,42.5210589012,8,http://mw2.google.com/mw-panoramio/photos/small/2744890.jpg,4.0,252.0,13.0,No,15 min,Historic Sites,30,30,15,15,30.0,30,ESSEX,False
5356,1.5 hours,Feature,Salem Witch Museum,Salem,Massachusetts,-70.8909706667,42.5236131,9,http://mw2.google.com/mw-panoramio/photos/small/2518159.jpg,3.0,2005.0,16.0,No,15 min,History Museums,90.0,45.0,15,15,90.0,45.0,ESSEX,False
5357,2.5 hours,Feature,Peabody Essex Museum,Salem,Massachusetts,-70.8920873929,42.5217838575,10,http://mw2.google.com/mw-panoramio/photos/small/40672958.jpg,4.5,1437.0,1.0,No,15 min,Specialty Museums,150.0,75.0,15,15,150.0,75.0,ESSEX,False
5358,45 min,Feature,Salem Common,Salem,Massachusetts,-70.8901378214,42.5235200242,11,http://mw2.google.com/mw-panoramio/photos/small/1198553.jpg,4.0,68.0,24.0,No,<1 hour,Nature & Parks,45,30,30,60,45.0,30,ESSEX,False
5359,,Feature,Witch House,Salem,Massachusetts,-70.8987895357,42.5213976786,12,http://mw2.google.com/mw-panoramio/photos/small/105668136.jpg,4.0,645.0,12.0,No,15 min,History Museums,None,None,15,15,15.0,15,ESSEX,False
5360,,Feature,Roger Conant,Salem,Massachusetts,-70.8908209643,42.5234771072,13,http://mw2.google.com/mw-panoramio/photos/small/56448496.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
5361,45 min,Feature,Salem Willows,Salem,Massachusetts,-70.8701791538,42.535129796,14,https://farm6.staticflickr.com/5621/20544533262_c5a82a7778_q.jpg,4.0,219.0,17.0,No,15 min,Theme Parks,45,30,15,15,45.0,30,ESSEX,True
5362,,Feature,Derby Wharf Lighthouse,Salem,Massachusetts,-70.8837879583,42.5167581883,15,http://mw2.google.com/mw-panoramio/photos/small/61553016.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
5363,,Feature,Bewitched,Salem,Massachusetts,-70.8947571667,42.521555501,16,http://mw2.google.com/mw-panoramio/photos/small/40082463.jpg,4.0,577.0,11.0,No,15 min,Monuments & Statues,None,None,15,15,15.0,15,ESSEX,False
5364,,Feature,Bunghole Liquors,Salem,Massachusetts,-70.8883861667,42.5208815,17,http://mw2.google.com/mw-panoramio/photos/small/50520178.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
5365,,Feature,Salem Custom House,Salem,Massachusetts,-70.88707025,42.5213900835,18,http://mw2.google.com/mw-panoramio/photos/small/19144429.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
5366,,Feature,Nathaniel Hawthorne,Salem,Massachusetts,-70.8903011667,42.522088,19,http://mw2.google.com/mw-panoramio/photos/small/33870393.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
5367,,Feature,Fort Pickering Lighthouse,Salem,Massachusetts,-70.8665790833,42.5265200834,20,http://mw2.google.com/mw-panoramio/photos/small/3208083.jpg,,,,None,None,None,None,None,None,None,15.0,15,ESSEX,False
5368,45 min,Feature,Salem Witch Trials Memorial,Salem,Massachusetts,-70.8917494156,42.5208952533,21,http://mw2.google.com/mw-panoramio/photos/small/95529521.jpg,4.5,1152.0,4.0,No,15 min,Nature & Parks,45,30,15,15,45.0,30,ESSEX,False
5369,,Feature,Point Vicente Lighthouse,Rancho Palos Verdes,California,-118.411006787,33.7438574989,1,http://mw2.google.com/mw-panoramio/photos/small/100464326.jpg,4.5,94.0,3.0,No,15 min,Lighthouses,None,None,15,15,15.0,15,LOS ANGELES,False
5370,,Feature,Wayfarers Chapel,Rancho Palos Verdes,California,-118.377325679,33.7435001604,2,http://mw2.google.com/mw-panoramio/photos/small/74319557.jpg,4.5,282.0,1.0,No,15 min,Sacred & Religious Sites,None,None,15,15,15.0,15,LOS ANGELES,False
5371,,Feature,Terranea,Rancho Palos Verdes,California,-118.397033842,33.7379453453,3,http://mw2.google.com/mw-panoramio/photos/small/25917487.jpg,,,,None,None,None,None,None,None,None,15.0,15,LOS ANGELES,False
5372,1 hour,Feature,Abalone Cove,Rancho Palos Verdes,California,-118.378037784,33.741564704,4,http://mw2.google.com/mw-panoramio/photos/small/1800512.jpg,4.5,71.0,5.0,No,15 min,Nature & Wildlife Areas,60.0,30.0,15,15,60.0,30.0,LOS ANGELES,False
5373,3 hours,Feature,South Coast Botanic Garden,Rancho Palos Verdes,California,-118.347660067,33.783079689,5,http://mw2.google.com/mw-panoramio/photos/small/10635733.jpg,,,,None,None,None,180.0,90.0,None,None,180.0,90.0,LOS ANGELES,False
5374,,Feature,Pelican Cove,Rancho Palos Verdes,California,-118.403192775,33.7411368902,6,http://mw2.google.com/mw-panoramio/photos/small/100463893.jpg,,,,None,None,None,None,None,None,None,15.0,15,LOS ANGELES,False
5375,,Feature,Trump National Golf Club,Rancho Palos Verdes,California,-118.349591595,33.7296530718,7,http://mw2.google.com/mw-panoramio/photos/small/1897423.jpg,4.0,156.0,4.0,No,15 min,Golf Courses,None,None,15,15,15.0,15,LOS ANGELES,False
5376,,Feature,Averill Park,Rancho Palos Verdes,California,-118.310185857,33.7331784147,8,http://mw2.google.com/mw-panoramio/photos/small/32746032.jpg,,,,None,None,None,None,None,None,None,45.0,30,LOS ANGELES,False
5377,,Feature,Golden Gate National Cemetery,San Bruno,California,-122.434900096,37.6332143668,1,http://mw2.google.com/mw-panoramio/photos/small/99146079.jpg,5.0,33.0,2.0,No,15 min,Cemeteries,None,None,15,15,15.0,15,SAN MATEO,False
5378,,Feature,YouTube,San Bruno,California,-122.425900444,37.6277712964,2,https://farm9.staticflickr.com/8646/16192700034_8ef7c9d362_q.jpg,,,,None,None,None,None,None,None,None,15.0,15,SAN MATEO,False
5379,25 min to 2 hr,Feature,Shops at Tanforan,San Bruno,California,-122.4192727,37.6360814077,3,http://mw2.google.com/mw-panoramio/photos/small/9030380.jpg,4.0,27.0,4.0,No,More than 3 hours,Shopping Malls,120.0,30,180,300,120.0,30,SAN MATEO,False
5380,,Feature,Concord,Concord,New Hampshire,-71.5371746071,43.2067936825,1,http://mw2.google.com/mw-panoramio/photos/small/68964171.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,MERRIMACK,False
5381,,Feature,New Hampshire State House,Concord,New Hampshire,-71.5379283182,43.2069513546,2,http://mw2.google.com/mw-panoramio/photos/small/44781965.jpg,4.5,142.0,2.0,No,15 min,Government Buildings,None,None,15,15,15.0,15,MERRIMACK,False
5382,,Feature,Winooski River,Burlington,Vermont,-73.1865147667,44.4889746291,1,http://mw2.google.com/mw-panoramio/photos/small/41712779.jpg,,,,None,None,None,None,None,None,None,15.0,15,CHITTENDEN,False
5383,,Feature,Battery Park,Burlington,Vermont,-73.2204368938,44.4807979021,2,http://mw2.google.com/mw-panoramio/photos/small/87426637.jpg,4.5,42.0,17.0,No,<1 hour,Playgrounds,None,None,30,60,60.0,30,CHITTENDEN,False
5384,,Feature,Church Street,Burlington,Vermont,-73.2127711359,44.4800278054,3,http://mw2.google.com/mw-panoramio/photos/small/39112834.jpg,4.5,1172.0,3.0,No,15 min,Flea & Street Markets,None,None,15,15,15.0,15,CHITTENDEN,False
5385,,Feature,Winooski,Burlington,Vermont,-73.1859624444,44.4894053987,4,http://mw2.google.com/mw-panoramio/photos/small/82859159.jpg,,,,None,None,None,None,None,None,None,15.0,15,CHITTENDEN,False
5386,,Feature,Lake Champlain,Burlington,Vermont,-73.2266133424,44.4557155574,5,http://mw2.google.com/mw-panoramio/photos/small/87420792.jpg,4.0,413.0,6.0,No,15 min,Science Museums,None,None,15,15,15.0,15,CHITTENDEN,False
5387,,Feature,Winooski Falls,Burlington,Vermont,-73.1849317,44.489622402,6,http://mw2.google.com/mw-panoramio/photos/small/16041041.jpg,,,,None,None,None,None,None,None,None,15.0,15,CHITTENDEN,False
5388,,Feature,Burlington Vermont,Burlington,Vermont,-73.2201694,44.4783625738,7,http://mw2.google.com/mw-panoramio/photos/small/108976377.jpg,,,,None,None,None,None,None,None,None,15.0,15,CHITTENDEN,False
5389,,Feature,Henry's Diner,Burlington,Vermont,-73.213338,44.478151,8,https://farm9.staticflickr.com/8084/8297787701_1ed92b5251_q.jpg,,,,None,None,None,None,None,None,None,15.0,15,CHITTENDEN,False
5390,30 min,Feature,Burlington Waterfront,Burlington,Vermont,-73.221775375,44.4782895704,9,http://mw2.google.com/mw-panoramio/photos/small/9721285.jpg,,,,None,None,None,30,30,None,None,30.0,30,CHITTENDEN,False
5391,,Feature,North Beach,Burlington,Vermont,-73.2407195417,44.4919591685,10,http://mw2.google.com/mw-panoramio/photos/small/11738269.jpg,4.5,93.0,12.0,No,15 min,Beaches,None,None,15,30,30.0,15,CHITTENDEN,False
5392,1.5 hours,Feature,Ethan Allen Homestead,Burlington,Vermont,-73.2302413571,44.5081112704,11,http://mw2.google.com/mw-panoramio/photos/small/59969306.jpg,4.0,92.0,16.0,No,15 min,Historic Sites,90.0,45.0,15,15,90.0,45.0,CHITTENDEN,False
5393,,Feature,Burlington,Burlington,Vermont,-73.2264941167,44.4558145644,12,http://mw2.google.com/mw-panoramio/photos/small/25082116.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,CHITTENDEN,False
5394,,Feature,Spirit of Ethan Allen III,Burlington,Vermont,-73.2218250556,44.4769597809,13,http://mw2.google.com/mw-panoramio/photos/small/2874841.jpg,,,,None,None,None,None,None,None,None,15.0,15,CHITTENDEN,False
5395,,Feature,Centennial Field,Burlington,Vermont,-73.1880207187,44.4813595627,14,http://mw2.google.com/mw-panoramio/photos/small/39873205.jpg,4.5,61.0,19.0,No,15 min,Arenas & Stadiums,None,None,15,15,15.0,15,CHITTENDEN,False
5396,,Feature,Winooski Block (1867),Burlington,Vermont,-73.1860433333,44.4915280002,15,,,,,None,None,None,None,None,None,None,15.0,15,CHITTENDEN,False
5397,,Feature,Champlain College,Burlington,Vermont,-73.2037539667,44.4733668006,16,http://mw2.google.com/mw-panoramio/photos/small/29508892.jpg,,,,None,None,None,None,None,None,None,15.0,15,CHITTENDEN,False
5398,,Feature,Apex,Apex,North Carolina,-78.8504469169,35.7319189814,1,http://mw2.google.com/mw-panoramio/photos/small/31488399.jpg,5.0,4.0,6.0,No,<1 hour,Farmers Markets,None,None,30,60,60.0,30,WAKE,False
5399,1.5 hours,Feature,Dow Gardens,Midland,Michigan,-84.2508010805,43.623182087,1,http://mw2.google.com/mw-panoramio/photos/small/29010660.jpg,4.5,285.0,1.0,No,15 min,Gardens,90.0,45.0,15,15,90.0,45.0,MIDLAND,False
5400,15 min to 2 hr,Feature,Dow Diamond,Midland,Michigan,-84.237179898,43.6093778386,2,http://mw2.google.com/mw-panoramio/photos/small/69001550.jpg,5.0,210.0,2.0,No,15 min,Arenas & Stadiums,120.0,30,15,15,120.0,30,MIDLAND,False
5401,,Feature,Tridge,Midland,Michigan,-84.2486920238,43.6110408333,3,http://mw2.google.com/mw-panoramio/photos/small/104152886.jpg,4.5,181.0,3.0,No,15 min,Bridges,None,None,15,15,15.0,15,MIDLAND,False
5402,1 hour,Feature,Cranes Roost,Altamonte Springs,Florida,-81.383832025,28.6658117752,1,http://mw2.google.com/mw-panoramio/photos/small/25250399.jpg,,,,None,None,None,60.0,30.0,None,None,60.0,30.0,SEMINOLE,False
5403,,Feature,Altamonte Springs.,Altamonte Springs,Florida,-81.3841552163,28.6666498191,2,http://mw2.google.com/mw-panoramio/photos/small/69395119.jpg,,,,None,None,None,None,None,None,None,15.0,15,SEMINOLE,False
5404,,Feature,Lake Lotus Park.,Altamonte Springs,Florida,-81.4242217715,28.6447027583,3,http://mw2.google.com/mw-panoramio/photos/small/70090592.jpg,,,,None,None,None,None,None,None,None,45.0,30,SEMINOLE,False
5405,2.5 hours,Feature,Cosmosphere,Hutchinson,Kansas,-97.9212827143,38.0649205718,1,http://mw2.google.com/mw-panoramio/photos/small/29086475.jpg,4.5,452.0,2.0,No,More than 3 hours,Science Museums,150.0,75.0,180,300,150.0,75.0,RENO,False
5406,,Feature,Me at Brickworld,Buffalo Grove,Illinois,-87.9115010741,42.1503223704,1,,,,,None,None,None,None,None,None,None,15.0,15,LAKE,False
5407,,Feature,Living History Farms,Urbandale,Iowa,-93.7714235,41.6186183001,1,http://mw2.google.com/mw-panoramio/photos/small/13345250.jpg,4.5,161.0,1.0,No,15 min,Historic Sites,None,None,15,15,15.0,15,POLK,False
5408,,Feature,Old Main,State College,Pennsylvania,-77.8623892448,40.7961114718,1,http://mw2.google.com/mw-panoramio/photos/small/12463.jpg,,,,None,None,None,None,None,None,None,15.0,15,CENTRE,False
5409,20 min,Feature,Nittany Lion Shrine,State College,Pennsylvania,-77.8688972308,40.7968055771,2,http://mw2.google.com/mw-panoramio/photos/small/61972713.jpg,,,,None,None,None,30,15,None,None,30.0,15,CENTRE,False
5410,,Feature,PSU,State College,Pennsylvania,-77.8627518889,40.7963278963,3,https://farm9.staticflickr.com/8526/8640785277_cb369fea78_q.jpg,,,,None,None,None,None,None,None,None,15.0,15,CENTRE,False
5411,,Feature,Penn State,State College,Pennsylvania,-77.8653495714,40.8047804763,4,http://mw2.google.com/mw-panoramio/photos/small/36953212.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,CENTRE,False
5412,45 min,Feature,PSU Arboretum,State College,Pennsylvania,-77.867683725,40.8054447295,5,http://mw2.google.com/mw-panoramio/photos/small/50660914.jpg,,,,None,None,None,45,30,None,None,45.0,30,CENTRE,False
5413,,Feature,Illini Union,Urbana,Illinois,-88.2273503462,40.1093872888,1,http://mw2.google.com/mw-panoramio/photos/small/2613974.jpg,,,,None,None,None,None,None,None,None,15.0,15,CHAMPAIGN,False
5414,,Feature,Beckman Institute,Urbana,Illinois,-88.2272153291,40.1150765249,2,http://mw2.google.com/mw-panoramio/photos/small/11326596.jpg,,,,None,None,None,None,None,None,None,15.0,15,CHAMPAIGN,False
5415,,Feature,Japan House,Urbana,Illinois,-88.2173943939,40.0928591873,3,http://mw2.google.com/mw-panoramio/photos/small/7457073.jpg,4.0,27.0,11.0,No,15 min,Educational sites,None,None,15,15,15.0,15,CHAMPAIGN,False
5416,,Feature,Urbana,Urbana,Illinois,-88.2081623239,40.1127547239,4,http://mw2.google.com/mw-panoramio/photos/small/100636807.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,CHAMPAIGN,False
5417,3.5 hours,Feature,Grainger Engineering Library,Urbana,Illinois,-88.2272998,40.1126134548,5,http://mw2.google.com/mw-panoramio/photos/small/2752537.jpg,5.0,3.0,19.0,No,15 min,Libraries,210.0,105.0,15,15,210.0,105.0,CHAMPAIGN,False
5418,,Feature,Altgeld Hall,Urbana,Illinois,-88.2282112833,40.1097677506,6,http://mw2.google.com/mw-panoramio/photos/small/44616984.jpg,5.0,20.0,6.0,No,15 min,Architectural Buildings,None,None,15,15,15.0,15,CHAMPAIGN,False
5419,,Feature,Alma Mater,Urbana,Illinois,-88.2285042963,40.1099910741,7,http://mw2.google.com/mw-panoramio/photos/small/13729053.jpg,4.5,22.0,5.0,No,15 min,Monuments & Statues,None,None,15,15,15.0,15,CHAMPAIGN,False
5420,45 min,Feature,Meadowbrook Park,Urbana,Illinois,-88.2056006825,40.0794068358,8,http://mw2.google.com/mw-panoramio/photos/small/36648169.jpg,5.0,102.0,1.0,No,15 min,Playgrounds,45,30,30,60,45.0,30,CHAMPAIGN,False
5421,,Feature,University of Illinois,Urbana,Illinois,-88.2273646494,40.108680635,9,http://mw2.google.com/mw-panoramio/photos/small/45989490.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,CHAMPAIGN,False
5422,,Feature,Foellinger Auditorium,Urbana,Illinois,-88.2272035,40.106090417,10,,,,,None,None,None,None,None,None,None,15.0,15,CHAMPAIGN,False
5423,,Feature,Lincoln Hall,Urbana,Illinois,-88.2277784792,40.1071176088,11,http://mw2.google.com/mw-panoramio/photos/small/73396628.jpg,4.0,2.0,25.0,No,15 min,Historic Sites,None,None,15,15,15.0,15,CHAMPAIGN,False
5424,,Feature,UIUC,Urbana,Illinois,-88.2264343333,40.1057884902,12,http://mw2.google.com/mw-panoramio/photos/small/65929261.jpg,,,,None,None,None,None,None,None,None,15.0,15,CHAMPAIGN,False
5425,,Feature,The Quad,Urbana,Illinois,-88.2272095,40.1063922503,13,http://mw2.google.com/mw-panoramio/photos/small/14163487.jpg,,,,None,None,None,None,None,None,None,15.0,15,CHAMPAIGN,False
5426,1.5-4 hours,Feature,Canopy Club,Urbana,Illinois,-88.2235171333,40.1065928668,14,https://farm3.staticflickr.com/2552/3972658723_be34f79f18_q.jpg,,,,None,None,None,240.0,90.0,None,None,240.0,90.0,CHAMPAIGN,False
5427,,Feature,Mt Hope Cemetery,Urbana,Illinois,-88.2297274848,40.0992611593,15,http://mw2.google.com/mw-panoramio/photos/small/43027378.jpg,,,,None,None,None,None,None,None,None,15.0,15,CHAMPAIGN,False
5428,,Feature,University of Illinois Arboretum,Urbana,Illinois,-88.2174391026,40.0952538249,16,http://mw2.google.com/mw-panoramio/photos/small/93972852.jpg,4.5,37.0,4.0,No,15 min,Gardens,None,None,15,15,15.0,15,CHAMPAIGN,False
5429,,Feature,JEN_8639,Urbana,Illinois,-88.2308693333,40.1048660002,17,,,,,None,None,None,None,None,None,None,15.0,15,CHAMPAIGN,False
5430,,Feature,Downtown Plainfield,Plainfield,Illinois,-88.2044000952,41.6085631907,1,http://mw2.google.com/mw-panoramio/photos/small/76226249.jpg,,,,None,None,None,None,None,None,None,15.0,15,WILL,False
5431,,Feature,Plainfield Cemetery,Plainfield,Illinois,-88.197966625,41.6010654593,2,http://mw2.google.com/mw-panoramio/photos/small/35194289.jpg,,,,None,None,None,None,None,None,None,15.0,15,WILL,False
5432,,Feature,BAPS Shri Swaminarayan Mandir,Bartlett,Illinois,-88.2072574444,41.9428627778,1,http://mw2.google.com/mw-panoramio/photos/small/75481643.jpg,4.5,70.0,1.0,No,15 min,Architectural Buildings,None,None,15,15,15.0,15,DUPAGE,False
5433,,Feature,West Branch,Bartlett,Illinois,-88.1771079079,41.9426817948,2,http://mw2.google.com/mw-panoramio/photos/small/38093301.jpg,,,,None,None,None,None,None,None,None,15.0,15,DUPAGE,False
5434,,Feature,Deep Quarry Lake,Bartlett,Illinois,-88.1785800833,41.9416027262,3,http://mw2.google.com/mw-panoramio/photos/small/61400068.jpg,,,,None,None,None,None,None,None,None,15.0,15,DUPAGE,False
5435,,Feature,Newark Penn Station,Kearny,New Jersey,-74.1643493684,40.7342864212,1,http://mw2.google.com/mw-panoramio/photos/small/59736371.jpg,,,,None,None,None,None,None,None,None,15.0,15,HUDSON,False
5436,,Feature,Secaucus,Kearny,New Jersey,-74.075617787,40.7619775534,2,http://mw2.google.com/mw-panoramio/photos/small/62095466.jpg,,,,None,None,None,None,None,None,None,15.0,15,HUDSON,False
5437,,Feature,Pulaski Skyway,Kearny,New Jersey,-74.0933526157,40.7349324872,3,http://mw2.google.com/mw-panoramio/photos/small/12874081.jpg,,,,None,None,None,None,None,None,None,15.0,15,HUDSON,False
5438,,Feature,Red Bull Arena,Kearny,New Jersey,-74.1503295729,40.7370434495,4,http://mw2.google.com/mw-panoramio/photos/small/27416225.jpg,,,,None,None,None,None,None,None,None,15.0,15,HUDSON,False
5439,,Feature,Secaucus Junction,Kearny,New Jersey,-74.0756529167,40.7613299168,5,http://mw2.google.com/mw-panoramio/photos/small/81890401.jpg,,,,None,None,None,None,None,None,None,15.0,15,HUDSON,False
5440,,Feature,DeKorte Park,Kearny,New Jersey,-74.1054939678,40.7843355747,6,http://mw2.google.com/mw-panoramio/photos/small/69565315.jpg,,,,None,None,None,None,None,None,None,45.0,30,HUDSON,False
5441,,Feature,Arlington Diner,Kearny,New Jersey,-74.1463775926,40.7861081823,7,http://mw2.google.com/mw-panoramio/photos/small/61877539.jpg,,,,None,None,None,None,None,None,None,15.0,15,HUDSON,False
5442,,Feature,Thierry Henry,Kearny,New Jersey,-74.1499745625,40.7372106277,8,,,,,None,None,None,None,None,None,None,15.0,15,HUDSON,False
5443,,Feature,Tops Diner,Kearny,New Jersey,-74.16410005,40.7504367501,9,http://mw2.google.com/mw-panoramio/photos/small/49473592.jpg,,,,None,None,None,None,None,None,None,15.0,15,HUDSON,False
5444,,Feature,Laurel Hill Park,Kearny,New Jersey,-74.0879030167,40.7612157665,10,http://mw2.google.com/mw-panoramio/photos/small/105327612.jpg,,,,None,None,None,None,None,None,None,45.0,30,HUDSON,False
5445,,Feature,Pizzaland,Kearny,New Jersey,-74.1380173056,40.7815938056,11,http://mw2.google.com/mw-panoramio/photos/small/93619103.jpg,,,,None,None,None,None,None,None,None,15.0,15,HUDSON,False
5446,,Feature,Ferry Street,Kearny,New Jersey,-74.1584640424,40.7295008611,12,http://mw2.google.com/mw-panoramio/photos/small/57202894.jpg,,,,None,None,None,None,None,None,None,15.0,15,HUDSON,False
5447,,Feature,Lincoln Park,Kearny,New Jersey,-74.0813701444,40.7248312729,13,http://mw2.google.com/mw-panoramio/photos/small/109444029.jpg,,,,None,None,None,None,None,None,None,45.0,30,HUDSON,False
5448,,Feature,Upper Hack Lift,Kearny,New Jersey,-74.0904991912,40.7793899377,14,http://mw2.google.com/mw-panoramio/photos/small/68125138.jpg,,,,None,None,None,None,None,None,None,15.0,15,HUDSON,False
5449,2.5 hours,Feature,River Bank Park,Kearny,New Jersey,-74.1518367083,40.7318693049,15,http://mw2.google.com/mw-panoramio/photos/small/10873144.jpg,,,,None,None,None,150.0,75.0,None,None,150.0,75.0,HUDSON,False
5450,,Feature,Tricolored Heron,Kearny,New Jersey,-74.1025236,40.7825701005,16,,,,,None,None,None,None,None,None,None,15.0,15,HUDSON,False
5451,,Feature,Kearny Marsh,Kearny,New Jersey,-74.13439,40.7639166991,17,http://mw2.google.com/mw-panoramio/photos/small/70590701.jpg,,,,None,None,None,None,None,None,None,15.0,15,HUDSON,False
5452,,Feature,Mt. Pleasant Cemetery,Kearny,New Jersey,-74.163720025,40.7637849646,18,http://mw2.google.com/mw-panoramio/photos/small/62734058.jpg,,,,None,None,None,None,None,None,None,15.0,15,HUDSON,False
5453,1.5 hours,Feature,West Hudson Park,Kearny,New Jersey,-74.1519560217,40.7529299024,19,http://mw2.google.com/mw-panoramio/photos/small/42060192.jpg,,,,None,None,None,90.0,45.0,None,None,90.0,45.0,HUDSON,False
5454,,Feature,Field Station: Dinosaurs,Kearny,New Jersey,-74.0823848095,40.7616977654,20,http://mw2.google.com/mw-panoramio/photos/small/105327651.jpg,,,,None,None,None,None,None,None,None,15.0,15,HUDSON,False
5455,1 hour,Feature,Stanley Park,Westfield,Massachusetts,-72.7860733223,42.1229934591,1,http://mw2.google.com/mw-panoramio/photos/small/40086813.jpg,,,,None,None,None,60.0,30.0,None,None,60.0,30.0,HAMPDEN,False
