,city,state,nation,coord0,coord1
1306,Derry,New Hampshire,US,42.88064,-71.32729
1307,Dover,New Hampshire,US,43.19786,-70.87367
1308,Keene,New Hampshire,US,42.93369,-72.27814
1309,Manchester,New Hampshire,US,42.99564,-71.45479
1310,Nashua,New Hampshire,US,42.76537,-71.46757
1311,Portsmouth,New Hampshire,US,43.07176,-70.76255
1312,Rochester,New Hampshire,US,43.30453,-70.97562
1313,Aberdeen,South Dakota,US,45.4647,-98.48648
1314,Pierre,South Dakota,US,44.36832,-100.35097
1315,Rapid City,South Dakota,US,44.08054,-103.23101
1316,Sioux Falls,South Dakota,US,43.54997,-96.70033
1317,Watertown,South Dakota,US,44.89941,-97.11507
1318,Ashland,Kentucky,US,38.47841,-82.63794
1319,Binghamton,New York,US,42.09869,-75.91797
1320,Elmira,New York,US,42.0898,-76.80773
1321,Ithaca,New York,US,42.44063,-76.49661
1322,Beloit,Wisconsin,US,42.50835,-89.03178
1323,Fitchburg,Wisconsin,US,42.96083,-89.46984
1324,Janesville,Wisconsin,US,42.68279,-89.01872
1325,North La Crosse,Wisconsin,US,43.84635,-91.24819
1326,Madison,Wisconsin,US,43.07305,-89.40123
1327,Sun Prairie,Wisconsin,US,43.1836,-89.21373
1328,Atlantic City,New Jersey,US,39.36428,-74.42293
1329,Ewing,New Jersey,US,40.26983,-74.79988
1330,Trenton,New Jersey,US,40.21705,-74.74294
1331,Willingboro,New Jersey,US,40.02789,-74.86905
1342,Crystal,Minnesota,US,45.03274,-93.36023
1343,Golden Valley,Minnesota,US,45.00969,-93.34912
1344,Minneapolis,Minnesota,US,44.97997,-93.26384
1345,Richfield,Minnesota,US,44.8833,-93.283
1346,Saint Louis Park,Minnesota,US,44.9483,-93.34801
1347,Columbus,Ohio,US,39.96118,-82.99879
1348,Dublin,Ohio,US,40.09923,-83.11408
1349,Gahanna,Ohio,US,40.01923,-82.87934
1350,Grove City,Ohio,US,39.88145,-83.09296
1351,Hilliard,Ohio,US,40.0334,-83.15825
1352,Reynoldsburg,Ohio,US,39.95479,-82.81212
1353,Upper Arlington,Ohio,US,39.99451,-83.06241
1354,Westerville,Ohio,US,40.12617,-82.92907
1355,Brentwood,Tennessee,US,36.03312,-86.78278
1356,Franklin,Tennessee,US,35.92506,-86.86889
1357,Gallatin,Tennessee,US,36.38838,-86.44666
1358,Hendersonville,Tennessee,US,36.30477,-86.62
1359,Lebanon,Tennessee,US,36.20811,-86.2911
1360,Murfreesboro,Tennessee,US,35.84562,-86.39027
1361,Nashville,Tennessee,US,36.16589,-86.78444
1362,Smyrna,Tennessee,US,35.98284,-86.5186
1363,Forest Hills,Michigan,US,42.95947,-85.48975
1364,Grand Rapids,Michigan,US,42.96336,-85.66809
1365,Holland,Michigan,US,42.78752,-86.10893
1366,Kentwood,Michigan,US,42.86947,-85.64475
1367,Walker,Michigan,US,43.00141,-85.76809
1368,Wyoming,Michigan,US,42.91336,-85.70531
1369,Belmont,Massachusetts,US,42.39593,-71.17867
1370,South Boston,Massachusetts,US,42.33343,-71.04949
1371,Brookline,Massachusetts,US,42.33176,-71.12116
1372,Cambridge,Massachusetts,US,42.3751,-71.10561
1373,Chelsea,Massachusetts,US,42.39176,-71.03283
1374,Everett,Massachusetts,US,42.40843,-71.05366
1375,Milton,Massachusetts,US,42.24954,-71.06616
1376,Newton,Massachusetts,US,42.33704,-71.20922
1377,Quincy,Massachusetts,US,42.25288,-71.00227
1378,Somerville,Massachusetts,US,42.3876,-71.0995
1379,Watertown,Massachusetts,US,42.37093,-71.18283
1380,East Alton,Illinois,US,38.88033,-90.11122
1381,Belleville,Illinois,US,38.52005,-89.98399
1382,Carbondale,Illinois,US,37.72727,-89.21675
1383,Collinsville,Illinois,US,38.67033,-89.98455
1384,East Saint Louis,Illinois,US,38.6245,-90.15094
1385,Edwardsville,Illinois,US,38.81144,-89.95316
1386,Granite City,Illinois,US,38.70144,-90.14872
1387,O'Fallon,Illinois,US,38.59227,-89.91121
1388,Chula Vista,California,US,32.64005,-117.0842
1389,Coronado,California,US,32.68589,-117.18309
1390,El Cajon,California,US,32.79477,-116.96253
1391,Imperial Beach,California,US,32.58394,-117.11308
1392,La Mesa,California,US,32.76783,-117.02308
1393,La Presa,California,US,32.70811,-116.99725
1394,Lemon Grove,California,US,32.74255,-117.03142
1395,National City,California,US,32.67811,-117.0992
1396,Rancho San Diego,California,US,32.74727,-116.9353
1397,San Diego,California,US,32.71533,-117.15726
1398,Santee,California,US,32.83838,-116.97392
1399,Spring Valley,California,US,32.74477,-116.99892
1400,Dodge City,Kansas,US,37.7528,-100.01708
1401,Emporia,Kansas,US,38.4039,-96.18166
1402,Garden City,Kansas,US,37.97169,-100.87266
1403,Hutchinson,Kansas,US,38.06084,-97.92977
1404,Avondale,Arizona,US,33.4356,-112.3496
1405,Glendale,Arizona,US,33.53865,-112.18599
1406,Peoria,Arizona,US,33.5806,-112.23738
1407,Sun City West,Arizona,US,33.66198,-112.34127
1409,Surprise,Arizona,US,33.63059,-112.33322
1410,Alhambra,California,US,34.09529,-118.12701
1411,Altadena,California,US,34.18973,-118.13118
1412,Arcadia,California,US,34.13973,-118.03534
1413,Azusa,California,US,34.13362,-117.90756
1414,Baldwin Park,California,US,34.08529,-117.9609
1415,West Covina,California,US,34.06862,-117.93895
1416,Duarte,California,US,34.13945,-117.97729
1417,South El Monte,California,US,34.05195,-118.04673
1418,Glendora,California,US,34.13612,-117.86534
1419,Hacienda Heights,California,US,33.99307,-117.96868
1420,La Puente,California,US,34.02001,-117.94951
1421,Monrovia,California,US,34.14806,-117.99895
1422,Monterey Park,California,US,34.06251,-118.12285
1423,South Pasadena,California,US,34.11612,-118.15035
1424,Rosemead,California,US,34.08057,-118.07285
1425,Rowland Heights,California,US,33.97612,-117.90534
1426,South San Gabriel,California,US,34.04915,-118.09462
1429,South San Jose Hills,California,US,34.01279,-117.90478
1430,Temple City,California,US,34.10723,-118.05785
1431,Valinda,California,US,34.04529,-117.94367
1432,Walnut,California,US,34.02029,-117.86534
1434,West Puente Valley,California,US,34.05168,-117.9684
1472,North Bay Shore,New York,US,40.73621,-73.26262
1473,Brentwood,New York,US,40.78121,-73.24623
1474,Centereach,New York,US,40.85843,-73.09955
1475,Central Islip,New York,US,40.79065,-73.20178
1476,Commack,New York,US,40.84288,-73.29289
1477,Copiague,New York,US,40.68149,-73.39984
1478,Coram,New York,US,40.86871,-73.00149
1479,Deer Park,New York,US,40.76177,-73.32929
1480,Dix Hills,New York,US,40.80482,-73.33623
1481,East Northport,New York,US,40.87676,-73.32456
1482,East Patchogue,New York,US,40.76704,-72.99622
1483,Hauppauge,New York,US,40.82565,-73.20261
1484,Holbrook,New York,US,40.81232,-73.07844
1485,Huntington Station,New York,US,40.85343,-73.41151
1486,West Islip,New York,US,40.70621,-73.30623
1487,North Lindenhurst,New York,US,40.71427,-73.38151
1488,Medford,New York,US,40.8176,-73.00011
1489,Ronkonkoma,New York,US,40.81538,-73.11233
1490,Selden,New York,US,40.86649,-73.03566
1491,Shirley,New York,US,40.80149,-72.8676
1492,Smithtown,New York,US,40.85593,-73.20067
1493,West Babylon,New York,US,40.71816,-73.35429
1495,Ballwin,Missouri,US,38.59505,-90.54623
1496,Chesterfield,Missouri,US,38.66311,-90.57707
1497,O'Fallon,Missouri,US,38.81061,-90.69985
1498,Saint Charles,Missouri,US,38.78394,-90.48123
1499,Saint Peters,Missouri,US,38.80033,-90.62651
1500,Wildwood,Missouri,US,38.58283,-90.6629
1501,Marshalltown,Iowa,US,42.04943,-92.90798
1502,Mason City,Iowa,US,43.15357,-93.20104
1503,Ottumwa,Iowa,US,41.02001,-92.4113
1506,Belmont,California,US,37.52021,-122.2758
1507,Burlingame,California,US,37.5841,-122.36608
1508,Daly City,California,US,37.70577,-122.46192
1509,East Palo Alto,California,US,37.46883,-122.14108
1510,Foster City,California,US,37.55855,-122.27108
1511,Los Altos,California,US,37.38522,-122.11413
1512,Menlo Park,California,US,37.45383,-122.18219
1513,Millbrae,California,US,37.59855,-122.38719
1514,Mountain View,California,US,37.38605,-122.08385
1515,Pacifica,California,US,37.61383,-122.48692
1516,Palo Alto,California,US,37.44188,-122.14302
1517,Redwood City,California,US,37.48522,-122.23635
1518,San Bruno,California,US,37.63049,-122.41108
1519,San Carlos,California,US,37.50716,-122.26052
1520,San Mateo,California,US,37.56299,-122.32553
1522,Apple Valley,Minnesota,US,44.73191,-93.21772
1523,Cottage Grove,Minnesota,US,44.82774,-92.94382
1524,Eagan,Minnesota,US,44.80413,-93.16689
1525,Inver Grove Heights,Minnesota,US,44.84802,-93.04272
1526,Lakeville,Minnesota,US,44.64969,-93.24272
1527,Maplewood,Minnesota,US,44.95302,-92.99522
1528,New Brighton,Minnesota,US,45.06552,-93.20189
1529,Oakdale,Minnesota,US,44.96302,-92.96494
1530,Roseville,Minnesota,US,45.00608,-93.15661
1531,Shoreview,Minnesota,US,45.07913,-93.14717
1532,South Saint Paul,Minnesota,US,44.89274,-93.03494
1533,Saint Paul,Minnesota,US,44.94441,-93.09327
1534,White Bear Lake,Minnesota,US,45.08469,-93.00994
1535,Woodbury,Minnesota,US,44.92386,-92.95938
1536,Anaheim,California,US,33.83529,-117.9145
1537,Brea,California,US,33.91668,-117.90006
1538,Buena Park,California,US,33.86751,-117.99812
1539,Cypress,California,US,33.81696,-118.03729
1540,Fountain Valley,California,US,33.70918,-117.95367
1541,Fullerton,California,US,33.87029,-117.92534
1542,Garden Grove,California,US,33.77391,-117.94145
1543,Huntington Beach,California,US,33.6603,-117.99923
1544,Orange,California,US,33.78779,-117.85311
1545,Placentia,California,US,33.87224,-117.87034
1546,Santa Ana,California,US,33.74557,-117.86783
1547,Stanton,California,US,33.80252,-117.99312
1548,North Tustin,California,US,33.76446,-117.79394
1549,Westminster,California,US,33.75918,-118.00673
1550,Yorba Linda,California,US,33.88863,-117.81311
1551,Sedalia,Missouri,US,38.70446,-93.22826
1552,Bakersfield,California,US,35.37329,-119.01871
1553,Delano,California,US,35.76884,-119.24705
1554,Lancaster,California,US,34.69804,-118.13674
1555,Oildale,California,US,35.41968,-119.01955
1556,Palmdale,California,US,34.57943,-118.11646
1557,Santa Clarita,California,US,34.39166,-118.54259
1558,Wasco,California,US,35.59412,-119.34095
1559,Clarksdale,Mississippi,US,34.20011,-90.57093
1560,Columbus,Mississippi,US,33.49567,-88.42726
1561,Greenville,Mississippi,US,33.41012,-91.06177
1562,Olive Branch,Mississippi,US,34.96176,-89.82953
1563,Southaven,Mississippi,US,34.98898,-90.01259
1564,Starkville,Mississippi,US,33.45049,-88.81961
1565,Tupelo,Mississippi,US,34.25807,-88.70464
1606,Alpharetta,Georgia,US,34.07538,-84.29409
1611,Douglasville,Georgia,US,33.7515,-84.74771
1612,Duluth,Georgia,US,34.00288,-84.14464
1613,Dunwoody,Georgia,US,33.94621,-84.33465
1616,Gainesville,Georgia,US,34.29788,-83.82407
1617,Griffin,Georgia,US,33.24678,-84.26409
1618,Kennesaw,Georgia,US,34.02343,-84.61549
1619,Lawrenceville,Georgia,US,33.95621,-83.98796
1620,Mableton,Georgia,US,33.81872,-84.58243
1621,Marietta,Georgia,US,33.9526,-84.54993
1623,Peachtree City,Georgia,US,33.39678,-84.59576
1624,Redan,Georgia,US,33.74538,-84.13158
1625,Roswell,Georgia,US,34.02316,-84.36159
1627,Smyrna,Georgia,US,33.88399,-84.51438
1636,Bedford,Texas,US,32.84402,-97.14307
1637,Benbrook,Texas,US,32.67319,-97.46058
1638,Burleson,Texas,US,32.54208,-97.32085
1639,Cleburne,Texas,US,32.34764,-97.38668
1640,Euless,Texas,US,32.83707,-97.08195
1641,Fort Worth,Texas,US,32.72541,-97.32085
1642,Grapevine,Texas,US,32.93429,-97.07807
1643,Haltom City,Texas,US,32.79957,-97.26918
1644,Hurst,Texas,US,32.82346,-97.17057
1645,Keller,Texas,US,32.93457,-97.25168
1646,Mansfield,Texas,US,32.56319,-97.14168
1647,North Richland Hills,Texas,US,32.8343,-97.2289
1648,Southlake,Texas,US,32.94124,-97.13418
1649,Watauga,Texas,US,32.85791,-97.25474
1650,Bismarck,North Dakota,US,46.80833,-100.78374
1651,West Fargo,North Dakota,US,46.87497,-96.90036
1652,Grand Forks,North Dakota,US,47.92526,-97.03285
1653,Minot,North Dakota,US,48.23251,-101.29627
1654,Henderson,Nevada,US,36.0397,-114.98194
1655,North Las Vegas,Nevada,US,36.19886,-115.1175
1657,Paradise,Nevada,US,36.09719,-115.14666
1658,Spring Valley,Nevada,US,36.10803,-115.245
1659,Sunrise Manor,Nevada,US,36.21108,-115.07306
1660,Winchester,Nevada,US,36.12997,-115.11889
1681,Charlotte,North Carolina,US,35.22709,-80.84313
1682,Concord,North Carolina,US,35.40888,-80.58158
1683,South Gastonia,North Carolina,US,35.2193,-81.20563
1684,Huntersville,North Carolina,US,35.41069,-80.84285
1685,Kannapolis,North Carolina,US,35.48736,-80.62173
1686,Matthews,North Carolina,US,35.11681,-80.72368
1687,Monroe,North Carolina,US,34.98543,-80.54951
1688,Salisbury,North Carolina,US,35.67097,-80.47423
1689,Statesville,North Carolina,US,35.78264,-80.8873
1690,Athens,Georgia,US,33.96095,-83.37794
1691,Augusta,Georgia,US,33.47097,-81.97484
1692,Columbus,Georgia,US,32.46098,-84.98771
1693,Dalton,Georgia,US,34.7698,-84.97022
1694,La Grange,Georgia,US,33.03929,-85.03133
1695,Martinez,Georgia,US,33.51736,-82.07567
1696,Rome,Georgia,US,34.25704,-85.16467
1697,Benicia,California,US,38.04937,-122.15858
1698,Eureka,California,US,40.80207,-124.16367
1699,Fairfield,California,US,38.24936,-122.03997
1700,Napa,California,US,38.29714,-122.28553
1701,Petaluma,California,US,38.23242,-122.63665
1702,Rohnert Park,California,US,38.33964,-122.7011
1703,Santa Rosa,California,US,38.44047,-122.71443
1704,Suisun,California,US,38.23825,-122.04024
1705,Vacaville,California,US,38.35658,-121.98774
1706,Vallejo,California,US,38.10409,-122.25664
1707,Windsor,California,US,38.54713,-122.81638
1708,Bellwood,Illinois,US,41.88142,-87.88312
1709,Berwyn,Illinois,US,41.85059,-87.79367
1710,Blue Island,Illinois,US,41.65726,-87.68005
1711,Burbank,Illinois,US,41.73392,-87.7795
1712,Calumet City,Illinois,US,41.61559,-87.52949
1713,Chicago Heights,Illinois,US,41.50615,-87.6356
1714,Cicero,Illinois,US,41.84559,-87.75394
1715,Dolton,Illinois,US,41.63892,-87.60727
1716,Elmwood Park,Illinois,US,41.92114,-87.80923
1717,Evergreen Park,Illinois,US,41.72059,-87.70172
1718,Harvey,Illinois,US,41.61003,-87.64671
1719,Lansing,Illinois,US,41.56476,-87.53893
1720,Maywood,Illinois,US,41.8792,-87.84312
1721,Melrose Park,Illinois,US,41.90059,-87.85673
1722,Oak Forest,Illinois,US,41.60281,-87.74394
1723,Oak Lawn,Illinois,US,41.71087,-87.75811
1724,Oak Park,Illinois,US,41.88503,-87.7845
1725,Orland Park,Illinois,US,41.63031,-87.85394
1726,Park Forest,Illinois,US,41.49142,-87.67449
1727,South Holland,Illinois,US,41.60087,-87.60699
1728,Tinley Park,Illinois,US,41.57337,-87.78449
1729,Council Bluffs,Iowa,US,41.26194,-95.86083
1730,Sioux City,Iowa,US,42.49999,-96.40031
1764,Eau Claire,Wisconsin,US,44.81135,-91.49849
1765,Stevens Point,Wisconsin,US,44.52358,-89.57456
1766,Superior,Wisconsin,US,46.72077,-92.10408
1767,Wausau,Wisconsin,US,44.95914,-89.63012
1768,Buffalo,New York,US,42.88645,-78.87837
1769,Cheektowaga,New York,US,42.90339,-78.75475
1770,Jamestown,New York,US,42.097,-79.23533
1771,South Lockport,New York,US,43.15006,-78.6967
1772,Niagara Falls,New York,US,43.0945,-79.05671
1773,North Tonawanda,New York,US,43.03867,-78.8642
1774,Tonawanda,New York,US,42.98499,-78.87798
1775,West Seneca,New York,US,42.85006,-78.79975
1776,Harrisburg,Pennsylvania,US,40.2737,-76.88442
1777,Lancaster,Pennsylvania,US,40.03788,-76.30551
1778,Lebanon,Pennsylvania,US,40.34093,-76.41135
1779,York,Pennsylvania,US,39.9626,-76.72774
1785,Colorado Springs,Colorado,US,38.83388,-104.82136
1786,Pueblo West,Colorado,US,38.35,-104.72275
1787,Security-Widefield,Colorado,US,38.74728,-104.71439
1813,New Castle,Pennsylvania,US,41.00367,-80.34701
1823,Bayonet Point,Florida,US,28.32667,-82.68343
1824,Clearwater,Florida,US,27.96585,-82.8001
1825,Dunedin,Florida,US,28.0199,-82.77323
1826,Holiday,Florida,US,28.18779,-82.73955
1827,Largo,Florida,US,27.90979,-82.78842
1828,Lealman,Florida,US,27.82114,-82.67927
1829,Palm Harbor,Florida,US,28.07807,-82.76371
1830,Pinellas Park,Florida,US,27.8428,-82.69954
1831,Saint Petersburg,Florida,US,27.77086,-82.67927
1832,Tarpon Springs,Florida,US,28.14612,-82.75677
1833,Jackson,Tennessee,US,35.61452,-88.81395
1834,Carteret,New Jersey,US,40.57733,-74.2282
1835,East Brunswick,New Jersey,US,40.42788,-74.41598
1836,Edison,New Jersey,US,40.51872,-74.4121
1837,Lakewood,New Jersey,US,40.09789,-74.21764
1838,West Long Branch,New Jersey,US,40.29039,-74.01764
1839,New Brunswick,New Jersey,US,40.48622,-74.45182
1841,North Plainfield,New Jersey,US,40.6301,-74.42737
1842,South Old Bridge,New Jersey,US,40.40816,-74.35432
1843,Perth Amboy,New Jersey,US,40.50677,-74.26542
1844,Rahway,New Jersey,US,40.60816,-74.27765
1845,Sayreville,New Jersey,US,40.45927,-74.36098
1846,Somerset,New Jersey,US,40.4976,-74.48849
1847,Toms River,New Jersey,US,39.95373,-74.19792
1848,Ann Arbor,Michigan,US,42.27756,-83.74088
1849,Canton,Michigan,US,42.30865,-83.48216
1850,Garden City,Michigan,US,42.32559,-83.33104
1851,Livonia,Michigan,US,42.36837,-83.35271
1852,South Monroe,Michigan,US,41.89588,-83.41771
1853,Plymouth,Michigan,US,42.37143,-83.47021
1854,Romulus,Michigan,US,42.22226,-83.3966
1855,Southgate,Michigan,US,42.21393,-83.19381
1856,Westland,Michigan,US,42.3242,-83.40021
1857,Wyandotte,Michigan,US,42.21421,-83.14992
1858,Ypsilanti,Michigan,US,42.24115,-83.61299
1877,Agoura Hills,California,US,34.13639,-118.77453
1878,Burbank,California,US,34.18084,-118.30897
1879,Calabasas,California,US,34.15778,-118.63842
1880,North Glendale,California,US,34.16056,-118.26452
1881,La Cañada Flintridge,California,US,34.19917,-118.18785
1882,San Fernando,California,US,34.28195,-118.43897
1883,Coconut Creek,Florida,US,26.25175,-80.17894
1884,Cooper City,Florida,US,26.05731,-80.27172
1885,Coral Springs,Florida,US,26.27119,-80.2706
1886,Dania Beach,Florida,US,26.05231,-80.14393
1887,Davie,Florida,US,26.06287,-80.2331
1888,Deerfield Beach,Florida,US,26.31841,-80.09977
1889,Fort Lauderdale,Florida,US,26.12231,-80.14338
1890,Hallandale Beach,Florida,US,25.9812,-80.14838
1891,Hollywood,Florida,US,26.0112,-80.14949
1892,Lauderdale Lakes,Florida,US,26.16647,-80.20838
1893,Lauderhill,Florida,US,26.14036,-80.21338
1894,Margate,Florida,US,26.24453,-80.20644
1895,North Lauderdale,Florida,US,26.2173,-80.22588
1896,Pembroke Pines,Florida,US,26.00315,-80.22394
1897,Plantation,Florida,US,26.13421,-80.23184
1898,Pompano Beach,Florida,US,26.23786,-80.12477
1899,Sunrise,Florida,US,26.13397,-80.1131
1900,Tamarac,Florida,US,26.21286,-80.24977
1901,Weston,Florida,US,26.10037,-80.39977
1902,Chesapeake,Virginia,US,36.81904,-76.27494
1903,Hampton,Virginia,US,37.02987,-76.34522
1904,Newport News,Virginia,US,36.97876,-76.428
1905,Norfolk,Virginia,US,36.84681,-76.28522
1906,Portsmouth,Virginia,US,36.83543,-76.29827
1907,Suffolk,Virginia,US,36.72836,-76.58496
1908,Virginia Beach,Virginia,US,36.85293,-75.97799
1937,Blaine,Minnesota,US,45.1608,-93.23495
1938,Brooklyn Center,Minnesota,US,45.07608,-93.33273
1939,Brooklyn Park,Minnesota,US,45.09413,-93.35634
1940,Champlin,Minnesota,US,45.18885,-93.39745
1941,West Coon Rapids,Minnesota,US,45.15969,-93.34967
1942,Fridley,Minnesota,US,45.08608,-93.26328
1943,Maple Grove,Minnesota,US,45.07246,-93.45579
1944,New Hope,Minnesota,US,45.03802,-93.38662
1945,Plymouth,Minnesota,US,45.01052,-93.45551
1946,Anderson,Indiana,US,40.10532,-85.68025
1947,Kokomo,Indiana,US,40.48643,-86.1336
1948,West Lafayette,Indiana,US,40.42587,-86.90807
1949,Marion,Indiana,US,40.55837,-85.65914
1950,Muncie,Indiana,US,40.19338,-85.38636
1951,Richmond,Indiana,US,39.82894,-84.89024
1980,Fort Pierce South,Florida,US,27.40962,-80.35483
1981,Palm City,Florida,US,27.16783,-80.26616
1982,Port Saint Lucie,Florida,US,27.29393,-80.35033
1983,Vero Beach South,Florida,US,27.61638,-80.41308
1996,Carson City,Nevada,US,39.1638,-119.7674
1997,Pahrump,Nevada,US,36.20829,-115.98391
1998,Reno,Nevada,US,39.52963,-119.8138
1999,Sparks,Nevada,US,39.53491,-119.75269
2000,Belvidere,Illinois,US,42.26391,-88.84427
2001,Crystal Lake,Illinois,US,42.24113,-88.3162
2002,DeKalb,Illinois,US,41.92947,-88.75036
2003,Freeport,Illinois,US,42.29669,-89.62123
2004,Joliet,Illinois,US,41.52519,-88.0834
2005,Kankakee,Illinois,US,41.12003,-87.86115
2006,Loves Park,Illinois,US,42.32002,-89.05816
2007,Machesney Park,Illinois,US,42.34724,-89.039
2008,McHenry,Illinois,US,42.33335,-88.26675
2009,Rockford,Illinois,US,42.27113,-89.094
2010,Romeoville,Illinois,US,41.64753,-88.08951
2011,Woodstock,Illinois,US,42.31474,-88.4487
2035,Hays,Kansas,US,38.87918,-99.32677
2036,Lawrence,Kansas,US,38.97167,-95.23525
2037,Manhattan,Kansas,US,39.18361,-96.57167
2038,Salina,Kansas,US,38.84028,-97.61142
2039,Topeka,Kansas,US,39.04833,-95.67804
2095,South Burlington,Vermont,US,44.46699,-73.17096
2096,Montpelier,Vermont,US,44.26006,-72.57539
2097,Aiken,South Carolina,US,33.56042,-81.71955
2098,West Columbia,South Carolina,US,33.99349,-81.07398
2099,Rock Hill,South Carolina,US,34.92487,-81.02508
2100,Saint Andrews,South Carolina,US,34.04543,-81.12926
2101,Sumter,South Carolina,US,33.92044,-80.34147
2102,Hopewell,Virginia,US,37.30432,-77.2872
2103,Mechanicsville,Virginia,US,37.60876,-77.37331
2104,Petersburg,Virginia,US,37.22793,-77.40193
2106,Tuckahoe,Virginia,US,37.59015,-77.55638
2107,Atascadero,California,US,35.48942,-120.67073
2108,Camarillo,California,US,34.21639,-119.0376
2109,Paso Robles,California,US,35.62664,-120.691
2110,Goleta,California,US,34.43583,-119.82764
2111,Lompoc,California,US,34.63915,-120.45794
2112,Moorpark,California,US,34.28556,-118.88204
2113,Orcutt,California,US,34.86526,-120.436
2114,Oxnard,California,US,34.1975,-119.17705
2115,Port Hueneme,California,US,34.14778,-119.19511
2116,Ventura,California,US,34.27834,-119.29317
2117,San Luis Obispo,California,US,35.28275,-120.65962
2118,Santa Barbara,California,US,34.42083,-119.69819
2119,Santa Maria,California,US,34.95303,-120.43572
2120,Santa Paula,California,US,34.35417,-119.05927
2121,Simi Valley,California,US,34.26945,-118.78148
2122,Thousand Oaks,California,US,34.17056,-118.83759
2123,Amarillo,Texas,US,35.222,-101.8313
2124,Lubbock,Texas,US,33.57786,-101.85517
2125,Plainview,Texas,US,34.18479,-101.70684
2126,Hilo,Hawaii,US,19.72991,-155.09073
2127,Honolulu,Hawaii,US,21.30694,-157.85833
2128,Kahului,Hawaii,US,20.88953,-156.47432
2129,Kailua-Kona,Hawaii,US,19.63927,-155.99024
2130,Kāne‘ohe,Hawaii,US,21.39994,-157.79895
2131,Mililani Town,Hawaii,US,21.45,-158.00111
2132,Pearl City,Hawaii,US,21.39734,-157.97516
2133,Waimalu,Hawaii,US,21.40472,-157.94333
2134,Waipahu,Hawaii,US,21.38667,-158.00917
2135,Burton,Michigan,US,42.99947,-83.61634
2136,Flint,Michigan,US,43.01253,-83.68746
2137,Port Huron,Michigan,US,42.97086,-82.42491
2138,Bloomington,Indiana,US,39.16533,-86.52639
2139,Clarksville,Indiana,US,38.29674,-85.75996
2140,Columbus,Indiana,US,39.20144,-85.92138
2141,Evansville,Indiana,US,37.97476,-87.55585
2142,Jeffersonville,Indiana,US,38.27757,-85.73718
2143,New Albany,Indiana,US,38.28562,-85.82413
2144,Terre Haute,Indiana,US,39.4667,-87.41391
2145,Brandon,Florida,US,27.9378,-82.28592
2146,Citrus Park,Florida,US,28.07835,-82.56982
2147,Greater Northdale,Florida,US,28.10545,-82.52594
2148,Lake Magdalene,Florida,US,28.07418,-82.47176
2149,Land O' Lakes,Florida,US,28.2189,-82.45759
2150,Plant City,Florida,US,28.01888,-82.11469
2151,Tampa,Florida,US,27.94752,-82.45843
2152,Temple Terrace,Florida,US,28.0353,-82.38926
2153,Town 'n' Country,Florida,US,28.01057,-82.57732
2154,Altoona,Pennsylvania,US,40.51868,-78.39474
2155,Erie,Pennsylvania,US,42.12922,-80.08506
2156,Johnstown,Pennsylvania,US,40.32674,-78.92197
2157,State College,Pennsylvania,US,40.79339,-77.86
2170,Belton,Missouri,US,38.81195,-94.5319
2171,Blue Springs,Missouri,US,39.01695,-94.28161
2172,Gladstone,Missouri,US,39.20389,-94.55468
2173,Grandview,Missouri,US,38.88584,-94.53301
2174,Independence,Missouri,US,39.09112,-94.41551
2175,Kansas City,Missouri,US,39.09973,-94.57857
2176,Lee's Summit,Missouri,US,38.91084,-94.38217
2177,Liberty,Missouri,US,39.24611,-94.41912
2178,Raytown,Missouri,US,39.00862,-94.46356
2179,Saint Joseph,Missouri,US,39.76861,-94.84663
2201,Asheville,North Carolina,US,35.60095,-82.55402
2202,Hickory,North Carolina,US,35.73319,-81.3412
2203,Del Rio,Texas,US,29.36273,-100.89676
2204,Eagle Pass,Texas,US,28.70914,-100.49952
2205,Kerrville,Texas,US,30.04743,-99.14032
2206,New Braunfels,Texas,US,29.703,-98.12445
2207,Seguin,Texas,US,29.56884,-97.96473
2208,Hollister,California,US,36.85245,-121.4016
2209,Marina,California,US,36.6844,-121.80217
2210,Monterey,California,US,36.60024,-121.89468
2211,Salinas,California,US,36.67774,-121.6555
2212,Santa Cruz,California,US,36.97412,-122.0308
2213,Seaside,California,US,36.61107,-121.85162
2214,Watsonville,California,US,36.91023,-121.75689
2233,North Charleston,South Carolina,US,32.85462,-79.97481
2234,Florence,South Carolina,US,34.19543,-79.76256
2235,Goose Creek,South Carolina,US,32.98101,-80.03259
2236,Hilton Head Island,South Carolina,US,32.21632,-80.75261
2237,Mount Pleasant,South Carolina,US,32.79407,-79.86259
2238,North Myrtle Beach,South Carolina,US,33.81601,-78.68002
2240,Summerville,South Carolina,US,33.0185,-80.17565
2241,Kingston,New York,US,41.92704,-73.99736
2242,Middletown,New York,US,41.44593,-74.42293
2243,New City,New York,US,41.1476,-73.98931
2244,Newburgh,New York,US,41.50343,-74.01042
2245,Poughkeepsie,New York,US,41.70037,-73.92097
2246,Spring Valley,New York,US,41.11315,-74.04375
2293,Bellview,Florida,US,30.46159,-87.31497
2294,Brent,Florida,US,30.46881,-87.23608
2295,Ferry Pass,Florida,US,30.5102,-87.21247
2296,Fort Walton Beach,Florida,US,30.42077,-86.61939
2297,Panama City,Florida,US,30.15946,-85.65983
2298,West Pensacola,Florida,US,30.42659,-87.27969
2299,Tallahassee,Florida,US,30.43826,-84.28073
2301,Wright,Florida,US,30.45575,-86.63829
